system:time_start,SST
"Jan 20, 2022",28.882
"Jan 21, 2022",
"Jan 22, 2022",
"Jan 23, 2022",28.872
"Jan 24, 2022",28.887
"Jan 25, 2022",
"Jan 26, 2022",
"Jan 27, 2022",28.388
"Jan 28, 2022",29.173
"Jan 29, 2022",
"Jan 30, 2022",
"Jan 31, 2022",28.974
"Feb 1, 2022",27.668
"Feb 2, 2022",
"Feb 3, 2022",28.63
"Feb 4, 2022",28.633
"Feb 5, 2022",
"Feb 6, 2022",
"Feb 7, 2022",29.13
"Feb 8, 2022",29.818
"Feb 9, 2022",
"Feb 10, 2022",
"Feb 11, 2022",29.056
"Feb 12, 2022",29.37
"Feb 13, 2022",
"Feb 14, 2022",
"Feb 15, 2022",30.408
"Feb 16, 2022",28.671
"Feb 17, 2022",
"Feb 18, 2022",29.356
"Feb 19, 2022",29.547
"Feb 20, 2022",29.507
"Feb 21, 2022",
"Feb 22, 2022",28.77
"Feb 23, 2022",29.433
"Feb 24, 2022",
"Feb 25, 2022",
"Feb 26, 2022",29.123
"Feb 27, 2022",29.466
"Feb 28, 2022",
"Mar 1, 2022",
"Mar 2, 2022",30.274
"Mar 3, 2022",29.884
"Mar 4, 2022",
"Mar 5, 2022",
"Mar 6, 2022",29.776
"Mar 7, 2022",29.421
"Mar 8, 2022",
"Mar 9, 2022",29.626
"Mar 10, 2022",29.672
"Mar 11, 2022",
"Mar 12, 2022",
"Mar 13, 2022",30.606
"Mar 14, 2022",30.331
"Mar 15, 2022",
"Mar 16, 2022",
"Mar 17, 2022",
"Mar 18, 2022",
"Mar 19, 2022",
"Mar 20, 2022",
"Mar 21, 2022",30.638
"Mar 22, 2022",29.481
"Mar 23, 2022",
"Mar 24, 2022",30.319
"Mar 25, 2022",29.904
"Mar 26, 2022",
"Mar 27, 2022",
"Mar 28, 2022",30.23
"Mar 29, 2022",
"Mar 30, 2022",
"Mar 31, 2022",
"Apr 1, 2022",
"Apr 2, 2022",30.916
"Apr 3, 2022",
"Apr 4, 2022",
"Apr 5, 2022",
"Apr 6, 2022",
"Apr 7, 2022",
"Apr 8, 2022",
"Apr 9, 2022",30.568
"Apr 10, 2022",
"Apr 11, 2022",
"Apr 12, 2022",
"Apr 13, 2022",
"Apr 14, 2022",
"Apr 15, 2022",
"Apr 16, 2022",
"Apr 17, 2022",
"Apr 18, 2022",
"Apr 19, 2022",
"Apr 20, 2022",
"Apr 21, 2022",29.453
"Apr 22, 2022",
"Apr 23, 2022",
"Apr 24, 2022",29.834
"Apr 25, 2022",
"Apr 26, 2022",
"Apr 27, 2022",29.86
"Apr 28, 2022",
"Apr 29, 2022",
"Apr 30, 2022",
"May 1, 2022",
"May 2, 2022",
"May 3, 2022",
"May 4, 2022",
"May 5, 2022",
"May 6, 2022",30.177
"May 7, 2022",
"May 8, 2022",
"May 9, 2022",
"May 10, 2022",
"May 11, 2022",
"May 12, 2022",
"May 13, 2022",
"May 14, 2022",
"May 15, 2022",
"May 16, 2022",
"May 17, 2022",
"May 18, 2022",
"May 19, 2022",
"May 20, 2022",
"May 21, 2022",
"May 22, 2022",
"May 23, 2022",
"May 24, 2022",
"May 25, 2022",
"May 26, 2022",
"May 27, 2022",
"May 28, 2022",
"May 29, 2022",
"May 30, 2022",
"May 31, 2022",29.029
"Jun 1, 2022",
"Jun 2, 2022",
"Jun 3, 2022",
"Jun 4, 2022",29.836
"Jun 5, 2022",
"Jun 6, 2022",
"Jun 7, 2022",
"Jun 8, 2022",
"Jun 9, 2022",
"Jun 10, 2022",
"Jun 11, 2022",
"Jun 12, 2022",
"Jun 13, 2022",27.657
"Jun 14, 2022",
"Jun 15, 2022",
"Jun 16, 2022",
"Jun 17, 2022",
"Jun 18, 2022",
"Jun 19, 2022",
"Jun 20, 2022",
"Jun 21, 2022",
"Jun 22, 2022",
"Jun 23, 2022",
"Jun 24, 2022",28.696
"Jun 25, 2022",
"Jun 26, 2022",
"Jun 27, 2022",
"Jun 28, 2022",
"Jun 29, 2022",
"Jun 30, 2022",
"Jul 1, 2022",
"Jul 2, 2022",
"Jul 3, 2022",
"Jul 4, 2022",
"Jul 5, 2022",
"Jul 6, 2022",
"Jul 7, 2022",
"Jul 8, 2022",
"Jul 9, 2022",
"Jul 10, 2022",
"Jul 11, 2022",
"Jul 12, 2022",
"Jul 13, 2022",
"Jul 14, 2022",
"Jul 15, 2022",
"Jul 16, 2022",29.391
"Jul 17, 2022",28.105
"Jul 18, 2022",
"Jul 19, 2022",
"Jul 20, 2022",
"Jul 21, 2022",
"Jul 22, 2022",
"Jul 23, 2022",
"Jul 24, 2022",
"Jul 25, 2022",
"Jul 26, 2022",
"Jul 27, 2022",28.884
"Jul 28, 2022",29.273
"Jul 29, 2022",
"Jul 30, 2022",
"Jul 31, 2022",
"Aug 1, 2022",
"Aug 2, 2022",
"Aug 3, 2022",
"Aug 4, 2022",
"Aug 5, 2022",29.318
"Aug 6, 2022",
"Aug 7, 2022",28.84
"Aug 8, 2022",
"Aug 9, 2022",
"Aug 10, 2022",
"Aug 11, 2022",
"Aug 12, 2022",
"Aug 13, 2022",
"Aug 14, 2022",
"Aug 15, 2022",
"Aug 16, 2022",29.064
"Aug 17, 2022",
"Aug 18, 2022",
"Aug 19, 2022",
"Aug 20, 2022",
"Aug 21, 2022",
"Aug 22, 2022",
"Aug 23, 2022",29.082
"Aug 24, 2022",
"Aug 25, 2022",
"Aug 26, 2022",
"Aug 27, 2022",
"Aug 28, 2022",
"Aug 29, 2022",
"Aug 30, 2022",
"Aug 31, 2022",29.682
"Sep 1, 2022",
"Sep 2, 2022",
"Sep 3, 2022",
"Sep 4, 2022",
"Sep 5, 2022",
"Sep 6, 2022",
"Sep 7, 2022",
"Sep 8, 2022",29.674
"Sep 9, 2022",
"Sep 10, 2022",
"Sep 11, 2022",
"Sep 12, 2022",
"Sep 13, 2022",
"Sep 14, 2022",
"Sep 15, 2022",
"Sep 16, 2022",
"Sep 17, 2022",
"Sep 18, 2022",
"Sep 19, 2022",
"Sep 20, 2022",
"Sep 21, 2022",
"Sep 22, 2022",
"Sep 23, 2022",
"Sep 24, 2022",
"Sep 25, 2022",
"Sep 26, 2022",
"Sep 27, 2022",
"Sep 28, 2022",
"Sep 29, 2022",
"Sep 30, 2022",
"Oct 1, 2022",
"Oct 2, 2022",
"Oct 3, 2022",
"Oct 4, 2022",
"Oct 5, 2022",
"Oct 6, 2022",
"Oct 7, 2022",
"Oct 8, 2022",
"Oct 9, 2022",
"Oct 10, 2022",
"Oct 11, 2022",
"Oct 12, 2022",
"Oct 13, 2022",
"Oct 14, 2022",
"Oct 15, 2022",
"Oct 16, 2022",
"Oct 17, 2022",
"Oct 18, 2022",
"Oct 19, 2022",
"Oct 20, 2022",
"Oct 21, 2022",
"Oct 22, 2022",
"Oct 23, 2022",
"Oct 24, 2022",
"Oct 25, 2022",
"Oct 26, 2022",
"Oct 27, 2022",
"Oct 28, 2022",
"Oct 29, 2022",
"Oct 30, 2022",
"Oct 31, 2022",
"Nov 1, 2022",
"Nov 2, 2022",26.905
"Nov 3, 2022",
"Nov 4, 2022",
"Nov 5, 2022",
"Nov 6, 2022",
"Nov 7, 2022",
"Nov 8, 2022",
"Nov 9, 2022",
"Nov 10, 2022",
"Nov 11, 2022",
"Nov 12, 2022",
"Nov 13, 2022",
"Nov 14, 2022",
"Nov 15, 2022",
"Nov 16, 2022",
"Nov 17, 2022",27.595
"Nov 18, 2022",28.764
"Nov 19, 2022",
"Nov 20, 2022",
"Nov 21, 2022",27.919
"Nov 22, 2022",
"Nov 23, 2022",
"Nov 24, 2022",
"Nov 25, 2022",
"Nov 26, 2022",
"Nov 27, 2022",
"Nov 28, 2022",
"Nov 29, 2022",28.642
"Nov 30, 2022",
"Dec 1, 2022",
"Dec 2, 2022",
"Dec 3, 2022",27.592
"Dec 4, 2022",27.806
"Dec 5, 2022",
"Dec 6, 2022",28.675
"Dec 7, 2022",28.659
"Dec 8, 2022",
"Dec 9, 2022",
"Dec 10, 2022",28.416
"Dec 11, 2022",28.298
"Dec 12, 2022",
"Dec 13, 2022",
"Dec 14, 2022",
"Dec 15, 2022",28.704
"Dec 16, 2022",
"Dec 17, 2022",
"Dec 18, 2022",28.944
"Dec 19, 2022",
"Dec 20, 2022",
"Dec 21, 2022",28.91
"Dec 22, 2022",28.998
"Dec 23, 2022",28.979
"Dec 24, 2022",
"Dec 25, 2022",
"Dec 26, 2022",28.57
"Dec 27, 2022",
"Dec 28, 2022",
"Dec 29, 2022",28.9
"Dec 30, 2022",28.439
"Dec 31, 2022",
"Jan 1, 2023",
"Jan 2, 2023",29.089
"Jan 3, 2023",28.583
"Jan 4, 2023",
"Jan 5, 2023",
"Jan 6, 2023",29.164
"Jan 7, 2023",28.429
"Jan 8, 2023",
"Jan 9, 2023",29.259
"Jan 10, 2023",29.139
"Jan 11, 2023",
"Jan 12, 2023",
"Jan 13, 2023",29.923
"Jan 14, 2023",29.892
"Jan 15, 2023",
"Jan 16, 2023",
"Jan 17, 2023",28.234
"Jan 18, 2023",28.702
"Jan 19, 2023",
"Jan 20, 2023",
"Jan 21, 2023",29.2
"Jan 22, 2023",28.664
"Jan 23, 2023",
"Jan 24, 2023",29.957
"Jan 25, 2023",29.668
"Jan 26, 2023",
"Jan 27, 2023",
"Jan 28, 2023",29.042
"Jan 29, 2023",
"Jan 30, 2023",
"Jan 31, 2023",
"Feb 1, 2023",29.23
"Feb 2, 2023",29.222
"Feb 3, 2023",
"Feb 4, 2023",
"Feb 5, 2023",30.254
"Feb 6, 2023",29.644
"Feb 7, 2023",
"Feb 8, 2023",
"Feb 9, 2023",
"Feb 10, 2023",
"Feb 11, 2023",
"Feb 12, 2023",29.631
"Feb 13, 2023",29.713
"Feb 14, 2023",
"Feb 15, 2023",
"Feb 16, 2023",30.386
"Feb 17, 2023",29.749
"Feb 18, 2023",
"Feb 19, 2023",
"Feb 20, 2023",
"Feb 21, 2023",29.42
"Feb 22, 2023",
"Feb 23, 2023",
"Feb 24, 2023",30.098
"Feb 25, 2023",29.167
"Feb 26, 2023",
"Feb 27, 2023",29.428
"Feb 28, 2023",29.612
"Mar 1, 2023",
"Mar 2, 2023",
"Mar 3, 2023",29.993
"Mar 4, 2023",29.824
"Mar 5, 2023",
"Mar 6, 2023",
"Mar 7, 2023",
"Mar 8, 2023",
"Mar 9, 2023",
"Mar 10, 2023",
"Mar 11, 2023",
"Mar 12, 2023",
"Mar 13, 2023",
"Mar 14, 2023",
"Mar 15, 2023",29.695
"Mar 16, 2023",29.867
"Mar 17, 2023",
"Mar 18, 2023",30.176
"Mar 19, 2023",30.021
"Mar 20, 2023",
"Mar 21, 2023",
"Mar 22, 2023",
"Mar 23, 2023",30.089
"Mar 24, 2023",
"Mar 25, 2023",
"Mar 26, 2023",
"Mar 27, 2023",30.237
"Mar 28, 2023",
"Mar 29, 2023",
"Mar 30, 2023",
"Mar 31, 2023",29.744
"Apr 1, 2023",
"Apr 2, 2023",30.233
"Apr 3, 2023",30.156
"Apr 4, 2023",30.419
"Apr 5, 2023",
"Apr 6, 2023",
"Apr 7, 2023",
"Apr 8, 2023",
"Apr 9, 2023",
"Apr 10, 2023",30.856
"Apr 11, 2023",30.393
"Apr 12, 2023",
"Apr 13, 2023",
"Apr 14, 2023",
"Apr 15, 2023",30.176
"Apr 16, 2023",
"Apr 17, 2023",
"Apr 18, 2023",
"Apr 19, 2023",
"Apr 20, 2023",
"Apr 21, 2023",
"Apr 22, 2023",
"Apr 23, 2023",
"Apr 24, 2023",
"Apr 25, 2023",29.662
"Apr 26, 2023",30.052
"Apr 27, 2023",
"Apr 28, 2023",
"Apr 29, 2023",
"Apr 30, 2023",30.836
"May 1, 2023",
"May 2, 2023",
"May 3, 2023",
"May 4, 2023",30.859
"May 5, 2023",
"May 6, 2023",
"May 7, 2023",31.156
"May 8, 2023",31.884
"May 9, 2023",
"May 10, 2023",31.113
"May 11, 2023",30.963
"May 12, 2023",
"May 13, 2023",
"May 14, 2023",
"May 15, 2023",
"May 16, 2023",
"May 17, 2023",
"May 18, 2023",31.236
"May 19, 2023",30.636
"May 20, 2023",
"May 21, 2023",
"May 22, 2023",
"May 23, 2023",
"May 24, 2023",
"May 25, 2023",
"May 26, 2023",
"May 27, 2023",
"May 28, 2023",
"May 29, 2023",
"May 30, 2023",30.133
"May 31, 2023",
"Jun 1, 2023",
"Jun 2, 2023",
"Jun 3, 2023",30.303
"Jun 4, 2023",
"Jun 5, 2023",
"Jun 6, 2023",
"Jun 7, 2023",
"Jun 8, 2023",
"Jun 9, 2023",
"Jun 10, 2023",30.746
"Jun 11, 2023",30.315
"Jun 12, 2023",
"Jun 13, 2023",
"Jun 14, 2023",
"Jun 15, 2023",
"Jun 16, 2023",
"Jun 17, 2023",
"Jun 18, 2023",30.592
"Jun 19, 2023",
"Jun 20, 2023",
"Jun 21, 2023",
"Jun 22, 2023",
"Jun 23, 2023",
"Jun 24, 2023",
"Jun 25, 2023",
"Jun 26, 2023",
"Jun 27, 2023",
"Jun 28, 2023",30.226
"Jun 29, 2023",30.473
"Jun 30, 2023",
"Jul 1, 2023",
"Jul 2, 2023",30.332
"Jul 3, 2023",
"Jul 4, 2023",
"Jul 5, 2023",
"Jul 6, 2023",
"Jul 7, 2023",
"Jul 8, 2023",
"Jul 9, 2023",
"Jul 10, 2023",
"Jul 11, 2023",
"Jul 12, 2023",
"Jul 13, 2023",
"Jul 14, 2023",
"Jul 15, 2023",
"Jul 16, 2023",
"Jul 17, 2023",
"Jul 18, 2023",
"Jul 19, 2023",
"Jul 20, 2023",
"Jul 21, 2023",30.843
"Jul 22, 2023",
"Jul 23, 2023",
"Jul 24, 2023",
"Jul 25, 2023",
"Jul 26, 2023",
"Jul 27, 2023",
"Jul 28, 2023",
"Jul 29, 2023",
"Jul 30, 2023",
"Jul 31, 2023",
"Aug 1, 2023",
"Aug 2, 2023",30.654
"Aug 3, 2023",
"Aug 4, 2023",
"Aug 5, 2023",30.378
"Aug 6, 2023",
"Aug 7, 2023",
"Aug 8, 2023",
"Aug 9, 2023",30.336
"Aug 10, 2023",
"Aug 11, 2023",
"Aug 12, 2023",
"Aug 13, 2023",
"Aug 14, 2023",
"Aug 15, 2023",
"Aug 16, 2023",30.178
"Aug 17, 2023",
"Aug 18, 2023",
"Aug 19, 2023",
"Aug 20, 2023",
"Aug 21, 2023",
"Aug 22, 2023",
"Aug 23, 2023",
"Aug 24, 2023",
"Aug 25, 2023",
"Aug 26, 2023",
"Aug 27, 2023",
"Aug 28, 2023",
"Aug 29, 2023",
"Aug 30, 2023",
"Aug 31, 2023",
"Sep 1, 2023",
"Sep 2, 2023",
"Sep 3, 2023",
"Sep 4, 2023",
"Sep 5, 2023",30.205
"Sep 6, 2023",
"Sep 7, 2023",
"Sep 8, 2023",
"Sep 9, 2023",
"Sep 10, 2023",
"Sep 11, 2023",
"Sep 12, 2023",
"Sep 13, 2023",30.484
"Sep 14, 2023",
"Sep 15, 2023",
"Sep 16, 2023",
"Sep 17, 2023",
"Sep 18, 2023",
"Sep 19, 2023",
"Sep 20, 2023",31.305
"Sep 21, 2023",
"Sep 22, 2023",
"Sep 23, 2023",
"Sep 24, 2023",
"Sep 25, 2023",
"Sep 26, 2023",
"Sep 27, 2023",
"Sep 28, 2023",30.269
"Sep 29, 2023",
"Sep 30, 2023",
"Oct 1, 2023",
"Oct 2, 2023",
"Oct 3, 2023",
"Oct 4, 2023",
"Oct 5, 2023",
"Oct 6, 2023",30.042
"Oct 7, 2023",
"Oct 8, 2023",
"Oct 9, 2023",30.353
"Oct 10, 2023",
"Oct 11, 2023",
"Oct 12, 2023",
"Oct 13, 2023",
"Oct 14, 2023",
"Oct 15, 2023",
"Oct 16, 2023",
"Oct 17, 2023",29.989
"Oct 18, 2023",
"Oct 19, 2023",
"Oct 20, 2023",
"Oct 21, 2023",
"Oct 22, 2023",
"Oct 23, 2023",
"Oct 24, 2023",
"Oct 25, 2023",
"Oct 26, 2023",
"Oct 27, 2023",
"Oct 28, 2023",30.253
"Oct 29, 2023",
"Oct 30, 2023",
"Oct 31, 2023",
"Nov 1, 2023",
"Nov 2, 2023",
"Nov 3, 2023",
"Nov 4, 2023",
"Nov 5, 2023",
"Nov 6, 2023",
"Nov 7, 2023",
"Nov 8, 2023",29.35
"Nov 9, 2023",
"Nov 10, 2023",
"Nov 11, 2023",
"Nov 12, 2023",
"Nov 13, 2023",
"Nov 14, 2023",
"Nov 15, 2023",29.878
"Nov 16, 2023",
"Nov 17, 2023",
"Nov 18, 2023",
"Nov 19, 2023",
"Nov 20, 2023",
"Nov 21, 2023",
"Nov 22, 2023",
"Nov 23, 2023",
"Nov 24, 2023",
"Nov 25, 2023",
"Nov 26, 2023",29.542
"Nov 27, 2023",29.373
"Nov 28, 2023",
"Nov 29, 2023",
"Nov 30, 2023",29.642
"Dec 1, 2023",29.592
"Dec 2, 2023",
"Dec 3, 2023",
"Dec 4, 2023",29.701
"Dec 5, 2023",29.281
"Dec 6, 2023",
"Dec 7, 2023",
"Dec 8, 2023",29.886
"Dec 9, 2023",29.893
"Dec 10, 2023",
"Dec 11, 2023",
"Dec 12, 2023",30.1
"Dec 13, 2023",29.619
"Dec 14, 2023",
"Dec 15, 2023",29.238
"Dec 16, 2023",
"Dec 17, 2023",
"Dec 18, 2023",
"Dec 19, 2023",29.446
"Dec 20, 2023",29.423
"Dec 21, 2023",
"Dec 22, 2023",
"Dec 23, 2023",29.734
"Dec 24, 2023",29.388
"Dec 25, 2023",
"Dec 26, 2023",
"Dec 27, 2023",29.935
"Dec 28, 2023",29.189
"Dec 29, 2023",
"Dec 30, 2023",29.542
"Dec 31, 2023",30.181
